Places,Location,Category,Likes_oount
Colonels Restaurant and Garden,Plateau,Restaurant,0
Varlaine Lounge,Plateau,Lounge,1
The Arena,Lagos,Lounge,0
The Village Grille,Lagos,Restaurant,0
Samantha's Bistro and Grill,Lagos,Restaurant,0
Liquid Hub,Lagos,Lounge,0
"Cubana Lounge, PHC",Rivers,Lounge,652
Park Place Mall,Lagos,Mall,0
Eat Clean Cafe,Lagos,Restaurant,0
Nok by Alara,Lagos,Restaurant,0
La Pointe,Lagos,Shop,0
La Pointe Café,Lagos,Restaurant,0
Tribeca Code Lagos,Lagos,Club,0
Club Virus,Lagos,Club,0
"Empire Lounge, Kaduna",Kaduna,Lounge,0
House 50 Lounge,Kaduna,Lounge,0
Truffles Restaurant and Bar,Lagos,Restaurant,0
La Taverna Restaurant,Lagos,Restaurant,0
Lotus at Pattaya,Lagos,Lounge,0
Twelve Eleven Bar and Grill,Rivers,Lounge,398
"Yogurberry, Port Harcourt",Rivers,Restaurant,450
Cravings Restaurant,Rivers,Restaurant,369
Genesis Centre,Rivers,Mall,812
Play House Lounge,Anambra,Club,1
Veroz Restaurant,Rivers,Restaurant,243
Otres Restaurant,Lagos,Restaurant,0
Mauve Lounge,Oyo,Lounge,1
Jade's Cuisine,Oyo,Restaurant,0
Martha's Kitchen,Oyo,Restaurant,0
Le Reseau,Oyo,Restaurant,0
Akwa Ibom International Airport,Akwa Ibom,Airport,1
"YogurBerry, Abuja",Abuja,Restaurant,171
Premium Blend Coffee House,Abuja,Restaurant,212
Tea and More,Abuja,Restaurant,175
Siam City Garden,Abuja,Restaurant,170
The Capital Hub,Abuja,Mall,164
Café de Vie,Abuja,Restaurant,167
Madiba Antique,Abuja,Art gallery,242
Bon Cafe,Abuja,Restaurant,271
Selah Cafe,Abuja,Restaurant,246
Nuli Juice Lounge,Abuja,Lounge,219
Madre's,Abuja,Restaurant,182
41 Rouge,Abuja,Lounge,225
Chatoyer Beauty Lounge,Abuja,Lounge,241
The 09 Club House,Abuja,Club,226
The Secret Garden,Abuja,Restaurant,303
Farmers Market,Abuja,Market,212
Nile Place,Abuja,Restaurant,296
Crush Cafe,Abuja,Restaurant,301
Santee Hut,Abuja,Restaurant,246
The Chef House,Abuja,Restaurant,276
The Ivory Place,Abuja,Lounge,225
Baraka Eat House,Rivers,Restaurant,149
Uhuru Restaurant,Rivers,Restaurant,163
Bole King!,Rivers,Restaurant,181
Peaches 'n' Cream Spa,Lagos,"Spas, Saunas and Wellness centre",0
Cielo Lounge and Restaurant,Lagos,Restaurant,0
Wings Restaurant,Lagos,Restaurant,0
"Bukka Hut, Lekki",Lagos,Restaurant,0
Bukka Hut Lounge,Lagos,Lounge,0
Sunrise Chinese Restaurant,Lagos,Restaurant,0
The Londoner Restaurant,Lagos,Restaurant,0
"De Chill’s Hind Restaurant, Lounge and Bar",Lagos,Restaurant,0
Plush Beauty Lounge,Abuja,"Spas, Saunas and Wellness centre",0
NV Lounge,Imo,Club,0
Rele,Lagos,Art gallery,0
Mimi Place,Imo,Lounge,0
NECA House Event Centre,Lagos,Hall,0
The Knot Centre,Lagos,Hall,0
The Events Centre,Lagos,Hall,0
Ten Degrees Events Centre,Lagos,Hall,0
Classique Events Place,Lagos,Hall,0
The Red Sparrow Park,Abuja,Park,0
SIO Events Centre,Edo,Hall,0
Landmark Centre,Lagos,Hall,0
The Dorchester Events Centre,Lagos,Hall,0
Institut Français du Nigeria,Abuja,Cultural centre,0
"Silicon Hill, Enugu",Enugu,Nature,305
Chappal Waddi,Taraba,Nature,1
Vegfruits and Supermarket,Lagos,Shop,0
Hubmart,Lagos,Shop,0
Ikeja Golf Club,Lagos,Club,0
Kayak Lagos,Lagos,Club,0
Osolu Beach,Lagos,Beach,0
411 Restaurant and Bar,Lagos,Restaurant,0
Long Bar,Lagos,Lounge,0
Bottles Bar and Grill,Lagos,Restaurant,0
Vellvett,Lagos,Lounge,0
The Emotan Stature,Edo,,0
Sukur Cultural Landscape,Adamawa,Cultural centre,1
Ogbunike Caves,Anambra,Shrine,0
Cedarcrest Hospitals,Abuja,Hospital,111
Nisa Premier Hospital,Abuja,Hospital,126
Atlantic Medical Center,Lagos,Hospital,138
Childcare and Wellness Clinic,Abuja,Hospital,131
Skin101 Clinic,Abuja,"Spas, Saunas and Wellness centre",1
Rooftop Bar and Restaurant,Lagos,Lounge,0
Ororo Restaurant and Bar,Rivers,Restaurant,412
Kode 9,Rivers,Lounge,525
"The Dome, Port Harcourt",Rivers,Hall,956
The Imperial Events Centre,Lagos,Hall,0
Skyview Lounge,Lagos,Lounge,0
La Vida Bella,Lagos,Restaurant,0
Kano Polo Club,Kano,Sport arena,0
Kano Golf Club,Kano,Sport arena,0
Mungo Park Monument,Kwara,Monument,7
Flawless by Abby Medspa,Abuja,"Spas, Saunas and Wellness centre",0
Zahara Spa and Salon,Abuja,"Spas, Saunas and Wellness centre",0
Your Spa and Fitness,Lagos,"Spas, Saunas and Wellness centre",0
D-Ril Spa,Oyo,"Spas, Saunas and Wellness centre",0
Priscilla's Pride,Abuja,"Spas, Saunas and Wellness centre",200
Laserderm Clinics,Lagos,Hospital,139
Oasis Medspa,Lagos,Hospital,164
Oasis Stayfit Gym,Kaduna,"Spas, Saunas and Wellness centre",0
The Nail Studio Beauty Centre,Lagos,Salon,0
Ibeshe Private Beach,Lagos,Beach,37
Memfys Hospital for Neurosurgery,Enugu,Hospital,183
Healing Stripes Hospital,Lagos,Hospital,148
"The Bridge Clinic, Port Harcourt",Rivers,Hospital,143
"The Bridge Clinic, Lagos",Lagos,Hospital,178
"The Bridge Clinic, Abuja",Abuja,Hospital,138
Pediatric Partners Hospital,Lagos,Hospital,142
Vintage Lounge,Lagos,Lounge,0
The Winehouse,Lagos,Lounge,0
Mobi's Lamborghini Lounge,Rivers,Lounge,692
House On The Rock,Lagos,Place of worship,0
This Present House,Lagos,Place of worship,0
Shepherdhill Baptist Church,Lagos,Place of worship,0
"The Synagogue, Church Of All Nations",Lagos,Place of worship,0
The Waterbrook,Lagos,Place of worship,0
"Filmhouse Cinema, Surulere",Lagos,Cinema Hall,0
"Filmhouse Cinema, Apapa",Lagos,Cinema Hall,0
"Filmhouse Cinema, Akure",Ondo,Cinema Hall,2
"Filmhouse Cinema, Port Harcourt",Rivers,Cinema Hall,431
"Filmhouse Cinema, Asaba",Delta,Cinema Hall,0
"Filmhouse Cinema, Kano",Kano,Cinema Hall,0
Ikoyi Baptist Church,Lagos,Place of worship,0
Labule Restaurant,Lagos,Restaurant,0
Casper and Gambini's,Lagos,Restaurant,0
Old Residency Museum,Cross River,Museum,0
BLD by Play,Lagos,Restaurant,0
"So Fresh Market, Opebi",Lagos,Shop,0
"So Fresh Market, Ikoyi",Lagos,Shop,0
Kobis,Lagos,Restaurant,0
Port Harcourt Mall,Rivers,Mall,448
Okele Restaurant,Lagos,Restaurant,0
Apple Boulevard,Abuja,Restaurant,199
C'est La Vie Lounge,Abuja,Lounge,329
Beachland Boatclub,Lagos,Club,0
BICS Garden,Lagos,Resort,0
Limi Hospital,Abuja,Hospital,179
M and M Fertility Hospital,Abuja,Hospital,203
Rise Clinic,Anambra,Hospital,128
POsH Hospital,Enugu,Hospital,153
Edi International Hospital,Edo,Hospital,124
First Rivers Hospital,Rivers,Hospital,294
Subol Hospital,Lagos,Hospital,225
Vision Capital Eye Hospital,Lagos,Hospital,176
Olanrewaju Hospital,Kwara,Hospital,215
The Brighthope Specialist Hospital,Lagos,Hospital,167
Alliance Hospital,Abuja,Hospital,162
TNY Gallery and African Cultural Heritage Center,Abuja,Cultural centre,157
Ivory Health Club,Lagos,"Spas, Saunas and Wellness centre",0
Extreme Gym and Fitness Center,Delta,"Spas, Saunas and Wellness centre",0
Lotus Fitness and Health,Lagos,"Spas, Saunas and Wellness centre",0
Pam Fitness Centre,Delta,"Spas, Saunas and Wellness centre",0
Klub 042,Enugu,"Spas, Saunas and Wellness centre",195
Delta Mall,Delta,Mall,0
Jabi Lake Mall,Abuja,Mall,157
Centro Lekki Mall,Lagos,Mall,0
Tejuosho Utra Modern Shopping Centre,Lagos,Mall,0
"Johnny Rockets, Lagos",Lagos,Restaurant,0
"Johnny Rockets, Abuja",Abuja,Restaurant,61
Troy Lagos,Lagos,Club,0
Insignia Restaurant,Lagos,Restaurant,0
Freshly Ground Cafe,Lagos,Restaurant,0
La Brioche,Lagos,Restaurant,0
Vader's Style Logic,Lagos,Salon,0
The Village Lounge,Lagos,Lounge,0
Bodypro Fitness Gym,Lagos,"Spas, Saunas and Wellness centre",0
Flavas Restaurant,Lagos,Restaurant,0
Nitro,Lagos,Lounge,0
Sari Signature Salon,Lagos,Salon,0
Dreams and Desires Beauty Salon,Lagos,Salon,0
Elitebox Fitness,Lagos,"Spas, Saunas and Wellness centre",0
Twenty-5 Bar and Grill,Lagos,Restaurant,0
The Fitness Central,Lagos,"Spas, Saunas and Wellness centre",0
Sprinkled And Spiced,Lagos,Restaurant,0
The Henna Place (Women Only),Lagos,"Spas, Saunas and Wellness centre",0
Mahnoush Beauty Place,Lagos,Salon,0
Cuba Libre Lounge,Lagos,Lounge,0
Tarragon,Lagos,Restaurant,0
Delis Café,Lagos,Restaurant,0
Delis Supermarket,Lagos,Shop,0
Inspiro Galeria,Lagos,Art gallery,0
Mindscapes Children's Museum,Lagos,Museum,0
Bistro 7,Lagos,Restaurant,0
University of Suya,Lagos,Restaurant,0
Kabachi Chinese Fusion Bistro,Oyo,Restaurant,0
Arabesque Restaurant,Lagos,Restaurant,0
"My Coffee, Lagos",Lagos,Restaurant,0
"Izanagi, Lagos",Lagos,Restaurant,0
Angelikas,Lagos,Shop,0
B.L. Restaurant,Lagos,Restaurant,0
Mint Restaurant,Lagos,Restaurant,0
Crust and Cream,Lagos,Restaurant,0
University of Port Harcourt,Rivers,University,1002
University of Calabar,Cross River,University,1
"Federal University of Technology, Akure",Ondo,University,13
University of Jos,Plateau,University,1
Bowen University,Osun,University,3
Caleb University,Lagos,University,0
Landmark University,Kwara,University,0
Igbinedion University,Edo,University,1
Redeemers University,Osun,University,1
Crawford University,Ogun,University,0
Lead City University,Oyo,University,0
Madonna University,Rivers,University,1034
Olabisi Onabanjo University,Ogun,University,0
Lagos State University,Lagos,University,0
Birnin Kudu Rock Paintings,Jigawa,Monument,0
Tomb of Abubakar Tafawa Balewa,Bauchi,Monument,0
Emir of Bauchi Palace,Bauchi,Palace,1
Ooni of Ife Palace,Osun,Palace,0
Great Mosque of Kano,Kano,Place of worship,0
Bashir Uthman Tofa Mosque,Kano,Place of worship,1
Ilorin Central Mosque,Kwara,Place of worship,1
All Saints Cathedral,Anambra,Place of worship,0
The Church of Jesus Christ of Latter-Day Saints,Abia,Place of worship,1
Family Worship Center,Abuja,Place of worship,7
Word of Life Bible Church,Delta,Place of worship,0
Damaturu Central Mosque,Yobe,Place of worship,0
"Our Lady Queen of Nigeria Pro-Cathedral, Abuja",Abuja,Place of worship,3
Smokin Hills Golf Resort,Ondo,Sport arena,15
Ibadan Polo Club,Oyo,Sport arena,0
Bauchi Polo Club,Bauchi,Sport arena,0
T Lounge,Lagos,Lounge,0
Lavenda Night Club,Lagos,Lounge,1
Plantashun Lounge,Lagos,Lounge,0
Lagos Jet Ski Riders Club,Lagos,Club,0
Ikeja Saddle Club,Lagos,Club,0
"Elysium Night Club, Lekki",Lagos,Club,0
Rubies Lounge,Lagos,Lounge,0
Tru Lounge,Enugu,Lounge,262
Discovery Kitchen,Enugu,Restaurant,310
Dominion City,Enugu,Place of worship,167
Club LiteHouse,Lagos,Club,0
Club Slicks,Lagos,Club,0
Didoz Lounge,Lagos,Lounge,0
Pizzle's Bar and Restaurant,Lagos,Restaurant,0
The Garage By Caliente,Lagos,Lounge,0
Haven Lounge,Lagos,Lounge,0
Silver Foxx,Lagos,Lounge,0
"Crystal Lounge, Lagos",Lagos,Lounge,0
"Crystal Lounge, Port Harcourt",Rivers,Lounge,623
The Spaloon,Lagos,"Spas, Saunas and Wellness centre",0
Red Beryl Restaurant,Lagos,Restaurant,0
BarBar Lagos,Lagos,"Spas, Saunas and Wellness centre",0
Tee Planet Beauty and Spa,Lagos,Salon,0
Schubbs Dental Clinic Ikoyi,Lagos,Hospital,153
Schubbs Dental Clinic Ikeja,Lagos,Hospital,194
Burgers n Shakes,Lagos,Restaurant,0
Bungalow Restaurant,Lagos,Restaurant,0
Villa Medici,Lagos,Restaurant,0
Métisse,Lagos,Restaurant,0
The Yellow Chilli,Lagos,Restaurant,0
Chez Victor,Abuja,Restaurant,501
H and H Fish Place,Abuja,Restaurant,256
Panache Restaurant,Abuja,Restaurant,205
Ultra Modern Hospital Damaturu,Yobe,Hospital,199
Gabfol Lounge,Lagos,Lounge,0
Kamp Ikare Beach Resort,Lagos,Beach,281
Halem Seaside Resort,Lagos,Resort,0
Eko Tourist Beach Resort,Lagos,Beach,0
Hermitage Garden Resort,Lagos,Resort,0
Casa Ilashe,Lagos,Resort,0
Maroccaine Restaurant and Bar,Lagos,Restaurant,0
E-Bar Plaza,Lagos,Lounge,0
Coors Restaurant and Lounge,Lagos,Lounge,0
Pat's Bar and Restaurant,Lagos,Lounge,0
Mr Chang Chinese Cuisine,Lagos,Restaurant,1
Pitch and Court,Lagos,Sport arena,0
Due by Chef Dish,Lagos,Restaurant,0
Mimz Lounge,Lagos,Lounge,0
Fab Lounge,Lagos,Lounge,0
Caribbean Lounge,Abuja,Lounge,115
Crescendo Lounge,Lagos,Lounge,0
Alalo,Lagos,Restaurant,0
Lagos Tea House,Lagos,Restaurant,0
Spice n Chillis,Lagos,Restaurant,0
Green and Grill House,Lagos,Restaurant,0
Grind Grill Cafe,Lagos,Restaurant,0
9jachoyce Restaurant and Bar,Lagos,Restaurant,0
Syrian Club,Lagos,Lounge,0
Galaxy Pizza,Abuja,Pizzeria,68
Umutu Restaurant,Lagos,Restaurant,0
"Pizza Lounge, Isolo",Lagos,Restaurant,0
"Pizza Lounge, Ajao",Lagos,Restaurant,0
Zizi's Sport Bar and Lounge,Lagos,Lounge,0
Mega Chicken,Lagos,Restaurant,0
Funderland Mall,Lagos,Mall,0
De Game Lounge,Abuja,Lounge,37
"Jacaranda Casino, Owerri",Imo,Club,0
"Jacaranda Casino, Port Harcourt",Rivers,Lounge,175
"Jacaranda Casino, Lagos",Lagos,Building,0
"Jacaranda Casino, Abuja",Abuja,Lounge,54
Talindo Steak House,Lagos,Restaurant,0
Sunbeam Coffee Shop,Imo,Shop,0
Spicesy Suya,Imo,Shop,0
Dicksons Delight,Imo,Restaurant,0
Imo Trade and Investment Center,Imo,Government Building,0
Ikemba Ojukwu Convention Centre and Recreation Park,Imo,Park,0
Imo International Conference Center,Imo,Hall,0
Ochiedike Dialysis and Diagnostic Centre,Imo,Hospital,186
"Renal Dialysis Centre, Ikeja",Lagos,Hospital,195
Gani Fawehinmi Health Diagnostic Centre,Ondo,Hospital,173
St. Christopher's Diagnostics Centre,Bayelsa,Hospital,178
Ondo State Trauma and Surgical Centre,Ondo,Hospital,148
Image Diagnostics,Rivers,Hospital,165
"Renal Dialysis Centre, Anthony",Lagos,Hospital,195
Luxor Salon and Spa,Abuja,"Spas, Saunas and Wellness centre",51
The Blue Swan Spa,Lagos,"Spas, Saunas and Wellness centre",1
La Cave Night Club,Delta,Club,0
Gemstone Ultramart,Delta,Shop,0
Paelon Memorial Clinic,Lagos,Hospital,159
Source of the River Ethiope,Delta,Nature,0
Mungo Park House,Delta,Monument,0
Lander Brothers Anchorage,Delta,Museum,0
"Expatriates Graves, Asaba",Delta,Monument,0
"Bible Site, Araya",Delta,Monument,0
"European Cemetery, Lokoja",Kogi,Monument,0
Lord Lugard's Rest House,Kogi,Monument,0
Mount Patti,Kogi,Nature,0
Lord Lugard's Residence and Office,Kogi,Monument,0
Lokoja Confluence,Kogi,Nature,2
Late Atta of Ebira Palace,Kogi,Palace,0
Ohinoyi of Ebiraland Palace,Kogi,Palace,0
Emir of Katsina Palace,Katsina,Palace,1
Emir of Dutse Palace,Jigawa,Palace,0
Lugard Hall,Kaduna,Hall,0
Solomon Lar Amusement Park,Plateau,Park,15
Emir of Daura Palace,Katsina,Palace,1
Geeta Ashram,Lagos,Place of worship,0
BBQ and Cravings,Lagos,Restaurant,0
Zander's Place,Abuja,Restaurant,24
Bops Xpress,Lagos,Restaurant,0
Viceroy Restaurant,Lagos,Restaurant,0
Banana Island Patisserie,Lagos,Restaurant,0
Caffé Tranche by Araba,Lagos,Restaurant,0
Primi Piatti,Lagos,Restaurant,0
Yin Yang Express,Lagos,Restaurant,0
Pattaya Oriental Restaurant,Lagos,Restaurant,0
Bangkok Restaurant,Lagos,Restaurant,0
1662 Cafe and Bar,Lagos,Restaurant,0
Barkono Grill,Abuja,Restaurant,55
Cactus Restaurant,Lagos,Restaurant,0
Unusual Cuisine,Lagos,Restaurant,0
Ocean Basket,Lagos,Restaurant,0
Ginger Tapas 'n' Grill,Lagos,Restaurant,0
Custodian and Allied PLC,Lagos,Building,0
Co Creation Hub,Lagos,Building,0
Surame Cultural Landscape,Sokoto,Monument,0
Maryland Mall,Lagos,Mall,2
The Sultan Of Sokoto Palace,Sokoto,Palace,0
Tomb of Usman Dan Fodio,Sokoto,Monument,0
Waziri Junaidu History and Culture Museum,Sokoto,Museum,3
Sokoto Museum,Sokoto,Museum,0
Pancake Hub,Lagos,Restaurant,0
Usman Danfodiyo University,Sokoto,Art gallery,0
Ambrose Alli University,Edo,University,0
Jogor Centre,Oyo,Hall,1
Mbormi Battle Ground,Gombe,Monument,0
The Millineum park,Abuja,Park,0
Mauve 21,Oyo,Hall,1
Admirals Restaurant and Lounge,Lagos,Restaurant,0
Sir Abubakar Tafawa Balewa International Airport,Bauchi,Airport,1
The Bank,Abuja,,0
Millineum Park,Abuja,Park,0
Yola Airport,Adamawa,Airport,0
Professor Iya Abubakar Community Resource Centre,Bauchi,,0
Port Harcourt International Airport,Rivers,Airport,2440
"Southern Fried Chicken, Jos",Plateau,Restaurant,1
Sultan Abubakar III International Airport,Sokoto,Airport,2
Gombe Lawanti International Airport,Gombe,Airport,0
Lower Usuma Dam,Abuja,Dam,0
Sokale Garden,Abuja,Open arena,0
Emir of Gombe Palace,Gombe,Palace,0
Umaru Musa Yar'adua University,Katsina,University,1
Habib Yogurt,Abuja,Lounge,0
Nigerian Communications Commission Complex,Abuja,Government Building,0
NNPC Towers,Abuja,Government Building,0
Federal Ministry of Defence,Abuja,Government Building,0
ECOWAS Parliament Complex,Abuja,Government Building,0
Reliance Referral Hospital,Abuja,Hospital,1286
Baturiya Bird Sanctuary,Jigawa,Game reserve,0
Ladi Kwali Pottery Centre,Niger,Art gallery,0
"Kilimanjaro Restaurant, Yenagoa",Bayelsa,Restaurant,1
Farin Ruwa Waterfalls,Nassarawa,Waterfall,0
i-Fitness Gym (Members Only),Lagos,"Spas, Saunas and Wellness centre",0
Scratch and Social,Lagos,"Spas, Saunas and Wellness centre",0
Biyou Spa,Lagos,"Spas, Saunas and Wellness centre",0
National Museum of Colonial History,Abia,Museum,0
Enyimba International Stadium,Abia,Sport arena,1
VAL's-The Dance Studio,Lagos,Building,0
Rwang Pam Stadium,Plateau,Sport arena,0
Shawarma and Grills,Plateau,Restaurant,0
King's Bite Restaurant,Plateau,Restaurant,0
Nigerian Turkish Nile University,Abuja,University,0
"University of Agriculture, Makurdi",Benue,University,0
Fitness Options (Members Only),Lagos,"Spas, Saunas and Wellness centre",0
"Clinix Healthcare, Ilupeju",Lagos,Hospital,304
"Clinix Healthcare, FESTAC",Lagos,Hospital,201
Platinum Lounge,Enugu,Lounge,201
Magic Garden,Enugu,Park,192
Succoth Valley Gardens,Kwara,Park,0
"GQ Lounge, Ilorin",Kwara,Lounge,0
ECOWAS Secretariat,Abuja,Government Building,0
"Marcopolo Oriental Cuisine, Lekki",Lagos,Restaurant,0
"Unity Park, Bauchi",Bauchi,Park,0
"Shehu Azare Park, Bauchi",Bauchi,Park,0
"Sumu Wildlife, Bauchi",Bauchi,Zoo,0
Dukkey Wells,Bauchi,Nature,1
Tunga Dutse Rock Paintings,Bauchi,Monument,0
"Agbele Rock, Igbeti",Oyo,Monument,0
Kofar Mata Dyeing Pits,Kano,Cultural centre,2
"Kurmi Market, Kano",Kano,Market,0
Tiga Dam,Kano,Dam,2
Dala Hill,Kano,Nature,0
Audu Bako Zoo,Kano,Zoo,0
"Roxy Amusement Park, Kano",Kano,Park,1
Porto Golf Resort,Kano,Sport arena,0
Hills and Valleys Amusement Park,Kano,Park,0
Nigeria Ultimate Paintball,Lagos,Play ground,0
Piazza Restaurant,Rivers,Restaurant,322
"SPAR, Port Harcourt",Rivers,Shop,1230
Port Harcourt City Mall,Rivers,Mall,384
"Jevinik Restaurant, Ikeja",Lagos,Restaurant,0
Zuma Restaurant,Abuja,Restaurant,0
Calabar Museum,Rivers,Museum,300
Osun Oshogbo Sacred Grove,Osun,Monument,0
"Fulani Pool, Bar and Restaurant",Abuja,Restaurant,0
"Kilimanjaro Restaurant, Lagos",Lagos,Restaurant,0
"Genesis Restaurant, Port Harcourt",Rivers,Restaurant,401
"Vista Restaurant, Uyo",Akwa Ibom,Restaurant,1
"Las Palmas Restaurant, Owerri",Imo,Restaurant,0
"Le Meridien Ibom Golf Resort, Uyo",Akwa Ibom,Hotel,2
Natives Restaurant and Bamboo Bar,Lagos,Restaurant,0
Serendib Restaurant,Abuja,Restaurant,0
"The Secret Garden, Abuja",Abuja,Park,0
"La Manga Resort, Ilashe",Lagos,Resort,1
Epe Resort and Spa,Lagos,Resort,0
"Zenababs Half Moon Resort, Ilesa",Osun,Park,0
"Piccolo Mondo, Victoria Island",Lagos,Restaurant,0
Eko Sky Restaurant,Lagos,Restaurant,0
Elias Bar and Grill,Lagos,Lounge,0
Prince  Ebeano Supermarket,Lagos,Shop,0
Subway Lounge,Edo,Lounge,1
Umutu Coffee,Lagos,Restaurant,0
Tivo Supermarket,Delta,Shop,0
Westend Hospital,Delta,Hospital,213
"General Hospital, Ekpan",Delta,Hospital,147
Seven Eagles Spur,Lagos,Restaurant,0
Skye Bar Rooftop Lounge,Abuja,Lounge,0
Sacred Heart Cathedral,Delta,Place of worship,0
"The Place, Lekki",Lagos,Restaurant,0
"Sweet Kiwi, Lagos",Lagos,Restaurant,0
Indigo Bar and Restaurant,Lagos,Lounge,0
Alalo Restaurant,Lagos,Restaurant,0
Da Maria Italian Restaurant,Abuja,Restaurant,0
Delta Broadcasting Service,Delta,Media House,2
Wrap City,Lagos,Restaurant,0
Prime Chinese,Lagos,Restaurant,0
"Pepperoni, Port Harcourt",Lagos,Restaurant,0
Aqua Nightclub,Abuja,Club,0
Klub Vanity,Abuja,Club,0
Movida Nightclub,Lagos,Lounge,0
"Shell Club, Ogunu",Delta,Club,0
N-tyce Nightclub and Restaurant,Lagos,Lounge,0
Posh Art Cafe,Lagos,Restaurant,0
Platinum Club,Rivers,Club,313
Port Harcourt Zoo,Rivers,Zoo,608
Coral Blue Seafood,Lagos,Restaurant,0
Su Chao Chinese Restaurant,Lagos,Restaurant,0
Lagoon Restaurant,Lagos,Restaurant,0
Chocolat Royale,Lagos,Restaurant,0
Lasgidi Bukka,Lagos,Restaurant,0
Melting Moments,Lagos,Lounge,1
Ground Zero Arcade and Cinema,Lagos,Cinema Hall,1
Vineyard Shopping Mall,Rivers,Mall,940
Clubhouse Restaurant and Resort,Abuja,Resort,0
Art Twenty One,Lagos,Art gallery,0
Hans and Rene Cake Shop and Gellataria,Lagos,Restaurant,0
The Mall Aladinma,Imo,Mall,0
Owerri Mall,Imo,Mall,0
Shades Lounge,Lagos,Lounge,0
God's kingdom society,Delta,Place of worship,0
The Olive Branch Clinic,Lagos,Hospital,213
The Roding Medical Centre,Lagos,Hospital,111
Garki Hospital,Abuja,Hospital,161
South Shore Women's Clinic,Lagos,Hospital,208
Goronyo Dam,Sokoto,Dam,0
Orela Restaurant and Bar,Lagos,Restaurant,0
Sound Bar,Kwara,Lounge,0
Restaurant La Provence,Lagos,Restaurant,0
Purple Restaurant,Lagos,Restaurant,0
Lagos Poker Club (Members Only),Lagos,Lounge,0
Casa D'Lydia,Lagos,Restaurant,0
The Lounge,Lagos,Lounge,0
Ibiza Lounge,Lagos,Lounge,0
BIG Ballers Lounge,Lagos,Lounge,1
House of Haze,Lagos,Lounge,0
Little Italy,Kaduna,Restaurant,0
Blueberrys Cuisine and Creamery,Lagos,Restaurant,0
284 Bar and Lounge,Lagos,Lounge,0
Temple of Eckankar,Rivers,Place of worship,1066
Pamo Clinics,Rivers,Hospital,381
Milano Restaurant,Lagos,Restaurant,0
Lesukaa,Rivers,Lounge,422
Kingoliza Halls,Rivers,Hall,352
Dacota Restaurant,Rivers,Restaurant,452
The Vineyard Shopping Center,Rivers,Mall,593
Mayumi Restaurant,Lagos,Restaurant,0
AJ Takeaway and Restaurant,Delta,Restaurant,0
